 Output file produced by H2NEWD.FOR
100 eV, 300 K, 0.7 ISO, 2e13 new self-abs                   
 .14042648D+04  .12911E-05  .14534E-16  7(15,13)R B-X .28427E-02
 .98576525D+03  .69975E-08  .11221E-18 10(15, 0)P B-X .12678E-02
 .96690188D+03  .48251E-07  .78885E-18  8(15, 0)R B-X .10390E-01
 .10246841D+04  .12970E-07  .20008E-18 10(15, 1)P B-X .25390E-02
 .10053579D+04  .23318E-07  .36664E-18  8(15, 1)R B-X .54283E-02
 .10641986D+04  .16745E-08  .24873E-19 10(15, 2)P B-X .35358E-03
 .10444658D+04  .63116E-08  .95526E-19  8(15, 2)R B-X .15858E-02
 .11041084D+04  .88006E-08  .12600E-18 10(15, 3)P B-X .20003E-02
 .10840583D+04  .25255E-07  .36827E-18  8(15, 3)R B-X .68357E-02
 .11441597D+04  .16553E-07  .22870E-18 10(15, 4)P B-X .40403E-02
 .11239014D+04  .53126E-10  .74723E-21  8(15, 4)R B-X .15456E-04
 .11840116D+04  .83351E-09  .11128E-19 10(15, 5)P B-X .21786E-03
 .11637014D+04  .11650E-07  .15825E-18  8(15, 5)R B-X .36336E-02
 .12232343D+04  .32897E-07  .42513E-18 10(15, 6)P B-X .91777E-02
 .12030663D+04  .39234E-08  .51552E-19  8(15, 6)R B-X .13079E-02
 .12612769D+04  .16529E-09  .20716E-20 10(15, 7)P B-X .49026E-04
 .12415084D+04  .12467E-08  .15874E-19  8(15, 7)R B-X .44259E-03
 .12974369D+04  .23433E-08  .28551E-19 10(15, 8)P B-X .73546E-03
 .12784003D+04  .19211E-07  .23755E-18  8(15, 8)R B-X .72312E-02
 .13308257D+04  .12561E-07  .14921E-18 10(15, 9)P B-X .41480E-02
 .13129554D+04  .72759E-08  .87602E-19  8(15, 9)R B-X .28888E-02
 .13603192D+04  .53803E-08  .62523E-19 10(15,10)P B-X .18563E-02
 .13441870D+04  .67363E-11  .79220E-22  8(15,10)R B-X .28033E-05
 .13844431D+04  .73893E-10  .84372E-21 10(15,11)P B-X .26407E-04
 .13708290D+04  .46110E-08  .53172E-19  8(15,11)R B-X .19957E-02
 .14011442D+04  .23317E-09  .26307E-20 10(15,12)P B-X .85350E-04
 .13912689D+04  .60390E-08  .68617E-19  8(15,12)R B-X .26923E-02
 .99455847D+03  .37126E-09  .59009E-20 11(15, 0)P B-X .21045E-02
 .97392615D+03  .14401E-08  .23374E-19  9(15, 0)R B-X .94762E-02
 .10335699D+04  .45571E-09  .69699E-20 11(15, 1)P B-X .27899E-02
 .10124442D+04  .74654E-09  .11656E-19  9(15, 1)R B-X .53087E-02
 .10731274D+04  .17322E-10  .25516E-21 11(15, 2)P B-X .11432E-03
 .10515871D+04  .17954E-09  .26989E-20  9(15, 2)R B-X .13773E-02
 .11130239D+04  .31403E-09  .44601E-20 11(15, 3)P B-X .22295E-02
 .10911631D+04  .86638E-09  .12551E-19  9(15, 3)R B-X .71562E-02
 .11529812D+04  .41188E-09  .56471E-20 11(15, 4)P B-X .31379E-02
 .11309309D+04  .65119E-11  .91022E-22  9(15, 4)R B-X .57779E-04
 .11926417D+04  .24121E-10  .31972E-21 11(15, 5)P B-X .19663E-03
 .11705771D+04  .46882E-09  .63311E-20  9(15, 5)R B-X .44565E-02
 .12315489D+04  .88877E-09  .11408E-19 11(15, 6)P B-X .77253E-02
 .12096946D+04  .17202E-09  .22480E-20  9(15, 6)R B-X .17464E-02
 .12691153D+04  .35348E-10  .44029E-21 11(15, 7)P B-X .32627E-03
 .12477677D+04  .47573E-11  .60270E-22  9(15, 7)R B-X .51383E-04
 .13045954D+04  .85970E-10  .10417E-20 11(15, 8)P B-X .83853E-03
 .12841408D+04  .53807E-09  .66237E-20  9(15, 8)R B-X .61554E-02
 .13370502D+04  .38984E-09  .46091E-20 11(15, 9)P B-X .39939E-02
 .13179872D+04  .25162E-09  .30179E-20  9(15, 9)R B-X .30322E-02
 .13652537D+04  .20161E-09  .23344E-20 11(15,10)P B-X .21536E-02
 .13482584D+04  .18977E-13  .22251E-24  9(15,10)R B-X .23932E-06
 .13875975D+04  .15046E-10  .17140E-21 11(15,11)P B-X .16602E-03
 .13736166D+04  .12664E-09  .14574E-20  9(15,11)R B-X .16577E-02
 .13922816D+04  .15794E-09  .17933E-20  9(15,12)R B-X .21240E-02
 .10040257D+04  .12432E-11  .19573E-22 12(15, 0)P B-X .28022E-02
 .98167372D+03  .35207E-11  .56695E-22 10(15, 0)R B-X .90318E-02
 .10431204D+04  .11861E-11  .17975E-22 12(15, 1)P B-X .28860E-02
 .10202639D+04  .18771E-11  .29083E-22 10(15, 1)R B-X .52014E-02
 .10827139D+04  .97586E-14  .14248E-24 12(15, 2)P B-X .25580E-04
 .10594317D+04  .45582E-12  .68014E-23 10(15, 2)R B-X .13619E-02
 .11225755D+04  .81675E-12  .11501E-22 12(15, 3)P B-X .23015E-02
 .10989780D+04  .23181E-11  .33345E-22 10(15, 3)R B-X .74529E-02
 .11624099D+04  .87370E-12  .11882E-22 12(15, 4)P B-X .26398E-02
 .11386513D+04  .17318E-13  .24042E-24 10(15, 4)R B-X .59769E-04
 .12018381D+04  .44169E-13  .58096E-24 12(15, 5)P B-X .14266E-03
 .11781138D+04  .14017E-11  .18808E-22 10(15, 5)R B-X .51789E-02
 .12403673D+04  .21068E-11  .26850E-22 12(15, 6)P B-X .72479E-02
 .12169403D+04  .44630E-12  .57974E-23 10(15, 6)R B-X .17594E-02
 .12773785D+04  .15395E-12  .19051E-23 12(15, 7)P B-X .56169E-03
 .12545865D+04  .25084E-15  .31606E-26 10(15, 7)R B-X .10510E-05
 .13120672D+04  .19542E-12  .23545E-23 12(15, 8)P B-X .75227E-03
 .12903584D+04  .12780E-11  .15656E-22 10(15, 8)R B-X .56642E-02
 .13434284D+04  .92761E-12  .10915E-22 12(15, 9)P B-X .37435E-02
 .13233792D+04  .66547E-12  .79491E-23 10(15, 9)R B-X .31024E-02
 .13701322D+04  .57560E-12  .66410E-23 12(15,10)P B-X .24162E-02
 .13525399D+04  .27555E-14  .32205E-25 10(15,10)R B-X .13419E-04
 .13903460D+04  .91583E-13  .10413E-23 12(15,11)P B-X .39587E-03
 .13763863D+04  .24419E-12  .28045E-23 10(15,11)R B-X .12314E-02
 .13928925D+04  .23507E-12  .26678E-23 10(15,12)R B-X .12141E-02
 .10141264D+04  .25856E-13  .40303E-24 13(15, 0)P B-X .37064E-02
 .99011048D+03  .53249E-13  .85016E-24 11(15, 0)R B-X .85413E-02
 .10532990D+04  .18650E-13  .27989E-24 13(15, 1)P B-X .28839E-02
 .10287670D+04  .29852E-13  .45871E-24 11(15, 1)R B-X .51697E-02
 .10929110D+04  .11168E-16  .16154E-27 13(15, 2)P B-X .18594E-05
 .10679507D+04  .73010E-14  .10807E-24 11(15, 2)R B-X .13625E-02
 .11327109D+04  .12502E-13  .17448E-24 13(15, 3)P B-X .22358E-02
 .11074561D+04  .39558E-13  .56466E-24 11(15, 3)R B-X .79385E-02
 .11723845D+04  .11285E-13  .15217E-24 13(15, 4)P B-X .21621E-02
 .11470076D+04  .20767E-15  .28620E-26 11(15, 4)R B-X .44704E-04
 .12115244D+04  .25689E-15  .33519E-26 13(15, 5)P B-X .52557E-04
 .11862512D+04  .26858E-13  .35791E-24 11(15, 5)R B-X .61842E-02
 .12496089D+04  .33839E-13  .42807E-24 13(15, 6)P B-X .73650E-02
 .12247358D+04  .58505E-14  .75514E-25 11(15, 6)R B-X .14359E-02
 .12859646D+04  .31099E-14  .38229E-25 13(15, 7)P B-X .71683E-03
 .12618814D+04  .48576E-17  .60853E-28 11(15, 7)R B-X .12656E-05
 .13197416D+04  .24644E-14  .29519E-25 13(15, 8)P B-X .59828E-03
 .12969526D+04  .19514E-13  .23785E-24 11(15, 8)R B-X .53708E-02
 .13498333D+04  .13333E-13  .15614E-24 13(15, 9)P B-X .33860E-02
 .13290236D+04  .10934E-13  .13005E-24 11(15, 9)R B-X .31599E-02
 .13747736D+04  .97545E-14  .11216E-24 13(15,10)P B-X .25697E-02
 .13568860D+04  .19251E-15  .22428E-26 11(15,10)R B-X .57995E-04
 .13789545D+04  .25337E-14  .29046E-25 11(15,11)R B-X .78833E-03
 .10248058D+04  .46066E-16  .71059E-27 14(15, 0)P B-X .60206E-02
 .99918616D+03  .48809E-16  .77220E-27 12(15, 0)R B-X .70343E-02
 .10640451D+04  .18665E-16  .27730E-27 14(15, 1)P B-X .26298E-02
 .10378976D+04  .35277E-16  .53730E-27 12(15, 1)R B-X .54857E-02
 .11036513D+04  .15667E-17  .22440E-28 14(15, 2)P B-X .23747E-03
 .10770882D+04  .66497E-17  .97595E-28 12(15, 2)R B-X .11136E-02
 .11433562D+04  .10715E-16  .14815E-27 14(15, 3)P B-X .17432E-02
 .11165290D+04  .52411E-16  .74204E-27 12(15, 3)R B-X .94317E-02
 .11828230D+04  .71361E-17  .95371E-28 14(15, 4)P B-X .12424E-02
 .11559280D+04  .17875E-18  .24444E-29 12(15, 4)R B-X .34477E-04
 .12216174D+04  .40171E-18  .51982E-29 14(15, 5)P B-X .74603E-04
 .11949103D+04  .43612E-16  .57696E-27 12(15, 5)R B-X .89889E-02
 .12591737D+04  .45618E-16  .57269E-27 14(15, 6)P B-X .90006E-02
 .12329895D+04  .20907E-17  .26804E-28 12(15, 6)R B-X .45881E-03
 .12947704D+04  .31783E-17  .38803E-28 14(15, 7)P B-X .66305E-03
 .13274765D+04  .20001E-17  .23818E-28 14(15, 8)P B-X .43861E-03
 .13038146D+04  .21138E-16  .25628E-27 12(15, 8)R B-X .51871E-02
 .13560913D+04  .12589E-16  .14675E-27 14(15, 9)P B-X .28810E-02
 .13347779D+04  .12285E-16  .14549E-27 12(15, 9)R B-X .31595E-02
 .13789423D+04  .10507E-16  .12045E-27 14(15,10)P B-X .24863E-02
 .13611355D+04  .51559E-18  .59879E-29 12(15,10)R B-X .13789E-03
 .13810829D+04  .14847E-17  .16994E-28 12(15,11)R B-X .40880E-03
 .10364892D+04  .14721E-18  .22452E-29 15(15, 0)P B-X .88590E-03
 .10092917D+04  .27218E-17  .42629E-28 13(15, 0)R B-X .17832E-01
 .10758053D+04  .61215E-18  .89949E-29 15(15, 1)P B-X .39686E-02
 .10480847D+04  .14885E-18  .22450E-29 13(15, 1)R B-X .10516E-02
 .11154125D+04  .66584E-18  .94365E-29 15(15, 2)P B-X .46405E-02
 .10872981D+04  .66420E-18  .96566E-29 13(15, 2)R B-X .50502E-02
 .11550250D+04  .88514E-18  .12114E-28 15(15, 3)P B-X .66148E-02
 .11942738D+04  .12451E-17  .16481E-28 15(15, 4)P B-X .99483E-02
 .12326875D+04  .13524E-17  .17344E-28 15(15, 5)P B-X .11512E-01
 .12422765D+04  .19138E-17  .24353E-28 13(15, 6)R B-X .18996E-01
 .13044010D+04  .34599E-18  .41930E-29 15(15, 7)P B-X .32976E-02
 .12782006D+04  .20989E-18  .25958E-29 13(15, 7)R B-X .22055E-02
 .13115657D+04  .23880E-18  .28782E-29 13(15, 8)R B-X .26420E-02
 .13628195D+04  .16241E-18  .18839E-29 15(15, 9)P B-X .16897E-02
 .13412816D+04  .23310E-18  .27472E-29 13(15, 9)R B-X .26971E-02
 .13831523D+04  .17472E-18  .19969E-29 15(15,10)P B-X .18724E-02
 .93226559D+03  .70645E+00  .11979E-10  1(16, 0)P B-X .23753E-02
 .96983503D+03  .83386E+00  .13592E-10  1(16, 1)P B-X .30170E-02
 .10081635D+04  .12697E-01  .19909E-12  1(16, 2)P B-X .49644E-04
 .10471143D+04  .52427E+00  .79146E-11  1(16, 3)P B-X .22112E-02
 .10865047D+04  .38648E+00  .56230E-11  1(16, 4)P B-X .17550E-02
 .11260962D+04  .58612E-01  .82278E-12  1(16, 5)P B-X .28591E-03
 .11655793D+04  .58370E+00  .79163E-11  1(16, 6)P B-X .30504E-02
 .12045591D+04  .12624E+00  .16567E-11  1(16, 7)P B-X .70461E-03
 .12425310D+04  .17508E+00  .22275E-11  1(16, 8)P B-X .10398E-02
 .12788635D+04  .48988E+00  .60553E-11  1(16, 9)P B-X .30819E-02
 .13127642D+04  .10909E+00  .13137E-11  1(16,10)P B-X .72320E-03
 .13432506D+04  .45322E-01  .53336E-12  1(16,11)P B-X .31456E-03
 .13691102D+04  .24669E+00  .28483E-11  1(16,12)P B-X .17788E-02
 .13888549D+04  .21745E+00  .24750E-11  1(16,13)P B-X .16135E-02
 .14006868D+04  .29591E+00  .33396E-11  1(16,14)P B-X .22332E-02
 .93414310D+03  .38135E+00  .64534E-11  2(16, 0)P B-X .22235E-02
 .93106116D+03  .36277E+00  .61592E-11  0(16, 0)R B-X .10550E-01
 .97175582D+03  .49512E+00  .80542E-11  2(16, 1)P B-X .31226E-02
 .96858689D+03  .36475E+00  .59529E-11  0(16, 1)R B-X .11427E-01
 .10101210D+04  .19058E-01  .29824E-12  2(16, 2)P B-X .12987E-03
 .10068729D+04  .30162E-05  .47354E-16  0(16, 2)R B-X .10211E-06
 .10491014D+04  .28284E+00  .42618E-11  2(16, 3)P B-X .20791E-02
 .10457848D+04  .26380E+00  .39875E-11  0(16, 3)R B-X .96343E-02
 .10885108D+04  .29604E+00  .42993E-11  2(16, 4)P B-X .23427E-02
 .10851399D+04  .10161E+00  .14803E-11  0(16, 4)R B-X .39957E-02
 .11281073D+04  .14805E-01  .20745E-12  2(16, 5)P B-X .12583E-03
 .11247024D+04  .60324E-01  .84787E-12  0(16, 5)R B-X .25482E-02
 .11675784D+04  .43238E+00  .58540E-11  2(16, 6)P B-X .39367E-02
 .11641640D+04  .16436E+00  .22318E-11  0(16, 6)R B-X .74387E-02
 .12065229D+04  .14252E+00  .18673E-11  2(16, 7)P B-X .13856E-02
 .12031317D+04  .10332E-01  .13576E-12  0(16, 7)R B-X .49945E-03
 .12444313D+04  .17625E+00  .22389E-11  2(16, 8)P B-X .18229E-02
 .12411079D+04  .18183E-01  .23160E-12  0(16, 8)R B-X .93531E-03
 .12806629D+04  .27684E+00  .34171E-11  2(16, 9)P B-X .30324E-02
 .12774616D+04  .23862E+00  .29528E-11  0(16, 9)R B-X .13004E-01
 .13144135D+04  .92921E-01  .11175E-11  2(16,10)P B-X .10722E-02
 .13114090D+04  .23849E-01  .28747E-12  0(16,10)R B-X .13696E-02
 .13446964D+04  .20511E-01  .24112E-12  2(16,11)P B-X .24770E-03
 .13419721D+04  .24712E-01  .29110E-12  0(16,11)R B-X .14862E-02
 .13702745D+04  .15321E+00  .17674E-11  2(16,12)P B-X .19213E-02
 .13679492D+04  .93628E-01  .10820E-11  0(16,12)R B-X .58508E-02
 .13896356D+04  .14395E+00  .16375E-11  2(16,13)P B-X .18565E-02
 .13878678D+04  .74907E-01  .85319E-12  0(16,13)R B-X .48182E-02
 .14009289D+04  .23171E+00  .26146E-11  2(16,14)P B-X .30372E-02
 .13999534D+04  .92246E-01  .10416E-11  0(16,14)R B-X .60372E-02
 .93685600D+03  .91687E+00  .15471E-10  3(16, 0)P B-X .20403E-02
 .93173174D+03  .14090E+01  .23905E-10  1(16, 0)R B-X .74470E-02
 .97452475D+03  .12599E+01  .20437E-10  3(16, 1)P B-X .30328E-02
 .96925729D+03  .14171E+01  .23113E-10  1(16, 1)R B-X .78739E-02
 .10129369D+04  .73174E-01  .11420E-11  3(16, 2)P B-X .19030E-03
 .10075392D+04  .46073E-03  .72287E-14  1(16, 2)R B-X .27661E-05
 .10519518D+04  .66707E+00  .10024E-10  3(16, 3)P B-X .18710E-02
 .10464408D+04  .10598E+01  .16010E-10  1(16, 3)R B-X .68637E-02
 .10913783D+04  .86453E+00  .12522E-10  3(16, 4)P B-X .26101E-02
 .10857796D+04  .36366E+00  .52946E-11  1(16, 4)R B-X .25356E-02
 .11309720D+04  .13134E-01  .18358E-12  3(16, 5)P B-X .42582E-04
 .11253174D+04  .27144E+00  .38130E-11  1(16, 5)R B-X .20329E-02
 .11704127D+04  .12179E+01  .16450E-10  3(16, 6)P B-X .42289E-02
 .11647449D+04  .61396E+00  .83327E-11  1(16, 6)R B-X .49261E-02
 .12092922D+04  .53285E+00  .69654E-11  3(16, 7)P B-X .19751E-02
 .12036680D+04  .22726E-01  .29847E-12  1(16, 7)R B-X .19473E-03
 .12470919D+04  .54606E+00  .69218E-11  3(16, 8)P B-X .21526E-02
 .12415828D+04  .63106E-01  .80347E-12  1(16, 8)R B-X .57534E-03
 .12831602D+04  .70944E+00  .87399E-11  3(16, 9)P B-X .29607E-02
 .12778591D+04  .91601E+00  .11332E-10  1(16, 9)R B-X .88464E-02
 .13166805D+04  .30786E+00  .36961E-11  3(16,10)P B-X .13528E-02
 .13117059D+04  .78162E-01  .94196E-12  1(16,10)R B-X .79536E-03
 .13466385D+04  .31703E-01  .37216E-12  3(16,11)P B-X .14572E-03
 .13421426D+04  .10259E+00  .12084E-11  1(16,11)R B-X .10930E-02
 .13717777D+04  .37299E+00  .42982E-11  3(16,12)P B-X .17790E-02
 .13679591D+04  .35561E+00  .41094E-11  1(16,12)R B-X .39357E-02
 .13905454D+04  .37307E+00  .42411E-11  3(16,13)P B-X .18285E-02
 .13876704D+04  .27570E+00  .31407E-11  1(16,13)R B-X .31398E-02
 .14009996D+04  .77810E+00  .87796E-11  3(16,14)P B-X .38711E-02
 .13994820D+04  .35820E+00  .40460E-11  1(16,14)R B-X .41491E-02
 .94038646D+03  .13055E+00  .21946E-11  4(16, 0)P B-X .19885E-02
 .93323898D+03  .25157E+00  .42612E-11  2(16, 0)R B-X .68073E-02
 .97812253D+03  .18153E+00  .29337E-11  4(16, 1)P B-X .29912E-02
 .97077746D+03  .24443E+00  .39802E-11  2(16, 1)R B-X .71415E-02
 .10165889D+04  .12096E-01  .18809E-12  4(16, 2)P B-X .21530E-03
 .10090639D+04  .18083E-03  .28328E-14  2(16, 2)R B-X .57082E-05
 .10556400D+04  .91403E-01  .13687E-11  4(16, 3)P B-X .17543E-02
 .10479612D+04  .18760E+00  .28298E-11  2(16, 3)R B-X .63872E-02
 .10950818D+04  .13041E+00  .18825E-11  4(16, 4)P B-X .26935E-02
 .10872834D+04  .61896E-01  .89990E-12  2(16, 4)R B-X .22685E-02
 .11346610D+04  .56262E-03  .78383E-14  4(16, 5)P B-X .12476E-04
 .11267890D+04  .51433E-01  .72155E-12  2(16, 5)R B-X .20245E-02
 .11740508D+04  .17707E+00  .23841E-11  4(16, 6)P B-X .42038E-02
 .11661663D+04  .10962E+00  .14860E-11  2(16, 6)R B-X .46219E-02
 .12128316D+04  .95719E-01  .12476E-11  4(16, 7)P B-X .24251E-02
 .12050151D+04  .26133E-02  .34282E-13  2(16, 7)R B-X .11764E-03
 .12504752D+04  .77556E-01  .98042E-12  4(16, 8)P B-X .20887E-02
 .12428273D+04  .13445E-01  .17101E-12  2(16, 8)R B-X .64384E-03
 .12863123D+04  .10613E+00  .13043E-11  4(16, 9)P B-X .30246E-02
 .12789642D+04  .15192E+00  .18777E-11  2(16, 9)R B-X .77040E-02
 .13195068D+04  .53520E-01  .64117E-12  4(16,10)P B-X .16049E-02
 .13126241D+04  .12396E-01  .14928E-12  2(16,10)R B-X .66213E-03
 .13490190D+04  .18735E-02  .21954E-13  4(16,11)P B-X .58723E-04
 .13428237D+04  .18498E-01  .21776E-12  2(16,11)R B-X .10341E-02
 .13735564D+04  .46650E-01  .53688E-12  4(16,12)P B-X .15159E-02
 .13683299D+04  .60636E-01  .70051E-12  2(16,12)R B-X .35197E-02
 .13915063D+04  .48917E-01  .55571E-12  4(16,13)P B-X .16314E-02
 .13876358D+04  .45823E-01  .52201E-12  2(16,13)R B-X .27354E-02
 .14007580D+04  .13597E+00  .15344E-11  4(16,14)P B-X .45950E-02
 .13988964D+04  .68735E-01  .77672E-12  2(16,14)R B-X .41701E-02
 .94472017D+03  .93425E-01  .15633E-11  5(16, 0)P B-X .20294E-02
 .93557517D+03  .19375E+00  .32737E-11  3(16, 0)R B-X .64956E-02
 .98253341D+03  .12751E+00  .20514E-11  5(16, 1)P B-X .29959E-02
 .97313893D+03  .18747E+00  .30452E-11  3(16, 1)R B-X .67900E-02
 .10210592D+04  .84192E-02  .13034E-12  5(16, 2)P B-X .21364E-03
 .10114398D+04  .21033E-03  .32873E-14  3(16, 2)R B-X .82297E-05
 .10601487D+04  .62285E-01  .92874E-12  5(16, 3)P B-X .17038E-02
 .10503372D+04  .14769E+00  .22227E-11  3(16, 3)R B-X .62316E-02
 .10995998D+04  .90929E-01  .13072E-11  5(16, 4)P B-X .26760E-02
 .10896405D+04  .47915E-01  .69512E-12  3(16, 4)R B-X .21759E-02
 .11391516D+04  .85503E-04  .11865E-14  5(16, 5)P B-X .27006E-05
 .11291059D+04  .42925E-01  .60096E-12  3(16, 5)R B-X .20931E-02
 .11784664D+04  .11908E+00  .15973E-11  5(16, 6)P B-X .40250E-02
 .11684143D+04  .89329E-01  .12086E-11  3(16, 6)R B-X .46643E-02
 .12171142D+04  .77124E-01  .10017E-11  5(16, 7)P B-X .27807E-02
 .12071590D+04  .13252E-02  .17354E-13  3(16, 7)R B-X .73860E-04
 .12545487D+04  .48034E-01  .60525E-12  5(16, 8)P B-X .18401E-02
 .12448234D+04  .13531E-01  .17183E-12  3(16, 8)R B-X .80197E-03
 .12900822D+04  .77361E-01  .94793E-12  5(16, 9)P B-X .31337E-02
 .12807587D+04  .11104E+00  .13705E-11  3(16, 9)R B-X .69666E-02
 .13228535D+04  .43407E-01  .51871E-12  5(16,10)P B-X .18488E-02
 .13141520D+04  .91772E-02  .11039E-12  3(16,10)R B-X .60618E-03
 .13517887D+04  .16375E-03  .19149E-14  5(16,11)P B-X .72830E-05
 .13439937D+04  .14379E-01  .16913E-12  3(16,11)R B-X .99344E-03
 .13755465D+04  .25731E-01  .29570E-12  5(16,12)P B-X .11850E-02
 .13690333D+04  .45662E-01  .52725E-12  3(16,12)R B-X .32733E-02
 .13924334D+04  .26950E-01  .30596E-12  5(16,13)P B-X .12718E-02
 .13877255D+04  .33650E-01  .38332E-12  3(16,13)R B-X .24786E-02
 .13981372D+04  .63256E-01  .71520E-12  3(16,14)R B-X .47294E-02
 .94983702D+03  .42733E-02  .71119E-13  6(16, 0)P B-X .21358E-02
 .93872739D+03  .89399E-02  .15055E-12  4(16, 0)R B-X .63042E-02
 .98773529D+03  .56068E-02  .89732E-13  6(16, 1)P B-X .30304E-02
 .97632776D+03  .86083E-02  .13938E-12  4(16, 1)R B-X .65662E-02
 .10263276D+04  .33267E-03  .51239E-14  6(16, 2)P B-X .19413E-03
 .10146503D+04  .14006E-04  .21821E-15  4(16, 2)R B-X .11539E-04
 .10654529D+04  .26950E-02  .39986E-13  6(16, 3)P B-X .16949E-02
 .10535498D+04  .69843E-02  .10479E-12  4(16, 3)R B-X .62035E-02
 .11049038D+04  .38421E-02  .54969E-13  6(16, 4)P B-X .25985E-02
 .10928326D+04  .22288E-02  .32240E-13  4(16, 4)R B-X .21300E-02
 .11444108D+04  .23305E-06  .32192E-17  6(16, 5)P B-X .16909E-06
 .11322465D+04  .21582E-02  .30131E-13  4(16, 5)R B-X .22140E-02
 .11836251D+04  .48595E-02  .64901E-13  6(16, 6)P B-X .37716E-02
 .11714659D+04  .43850E-02  .59172E-13  4(16, 6)R B-X .48155E-02
 .12220989D+04  .37402E-02  .48380E-13  6(16, 7)P B-X .30947E-02
 .12100733D+04  .33359E-04  .43578E-15  4(16, 7)R B-X .39087E-04
 .12592669D+04  .17568E-02  .22054E-13  6(16, 8)P B-X .15434E-02
 .12475433D+04  .78362E-03  .99294E-14  4(16, 8)R B-X .97594E-03
 .12944185D+04  .34689E-02  .42363E-13  6(16, 9)P B-X .32199E-02
 .12832101D+04  .48680E-02  .59969E-13  4(16, 9)R B-X .64144E-02
 .13266608D+04  .21443E-02  .25551E-13  6(16,10)P B-X .20908E-02
 .13162427D+04  .42036E-03  .50485E-14  4(16,10)R B-X .58278E-03
 .13548770D+04  .73654E-05  .85935E-16  6(16,11)P B-X .74903E-05
 .13456074D+04  .64482E-03  .75752E-14  4(16,11)R B-X .93429E-03
 .13776655D+04  .78523E-03  .90100E-14  6(16,12)P B-X .82564E-03
 .13700197D+04  .20257E-02  .23373E-13  4(16,12)R B-X .30425E-02
 .13932049D+04  .70226E-03  .79682E-14  6(16,13)P B-X .75516E-03
 .13878767D+04  .14392E-02  .16392E-13  4(16,13)R B-X .22183E-02
 .13970800D+04  .34728E-02  .39295E-13  4(16,14)R B-X .54242E-02
 .95572700D+03  .10416E-02  .17228E-13  7(16, 0)P B-X .23073E-02
 .94268699D+03  .20974E-02  .35171E-13  5(16, 0)R B-X .61637E-02
 .99371456D+03  .12899E-02  .20520E-13  7(16, 1)P B-X .30891E-02
 .98033439D+03  .20131E-02  .32461E-13  5(16, 1)R B-X .63980E-02
 .10323723D+04  .62250E-04  .95318E-15  7(16, 2)P B-X .16090E-03
 .10186846D+04  .46604E-05  .72320E-16  5(16, 2)R B-X .15993E-04
 .10715300D+04  .61712E-03  .91041E-14  7(16, 3)P B-X .17183E-02
 .10575890D+04  .16896E-02  .25255E-13  5(16, 3)R B-X .62496E-02
 .11109729D+04  .82630E-03  .11757E-13  7(16, 4)P B-X .24733E-02
 .10968463D+04  .52826E-03  .76134E-14  5(16, 4)R B-X .21017E-02
 .11504168D+04  .45432E-07  .62428E-18  7(16, 5)P B-X .14581E-06
 .11361967D+04  .55905E-03  .77781E-14  5(16, 5)R B-X .23867E-02
 .11894990D+04  .10107E-02  .13432E-13  7(16, 6)P B-X .34681E-02
 .11753043D+04  .10987E-02  .14778E-13  5(16, 6)R B-X .50190E-02
 .12277543D+04  .93364E-03  .12021E-13  7(16, 7)P B-X .34130E-02
 .12137416D+04  .23665E-05  .30821E-16  5(16, 7)R B-X .11529E-04
 .12645931D+04  .32563E-03  .40704E-14  7(16, 8)P B-X .12629E-02
 .12509657D+04  .21737E-03  .27468E-14  5(16, 8)R B-X .11249E-02
 .12992780D+04  .79373E-03  .96570E-14  7(16, 9)P B-X .32494E-02
 .12862937D+04  .10948E-02  .13455E-13  5(16, 9)R B-X .59903E-02
 .13308756D+04  .54169E-03  .64341E-14  7(16,10)P B-X .23268E-02
 .13188704D+04  .10095E-03  .12099E-14  5(16,10)R B-X .58066E-03
 .13582177D+04  .16303E-04  .18975E-15  7(16,11)P B-X .72936E-04
 .13476297D+04  .14103E-03  .16543E-14  5(16,11)R B-X .84700E-03
 .13798175D+04  .10449E-03  .11971E-14  7(16,12)P B-X .48247E-03
 .13712403D+04  .44735E-03  .51572E-14  5(16,12)R B-X .27817E-02
 .13936678D+04  .37135E-04  .42121E-15  7(16,13)P B-X .17492E-03
 .13880210D+04  .29443E-03  .33532E-14  5(16,13)R B-X .18759E-02
 .96235545D+03  .17241E-04  .28321E-15  8(16, 0)P B-X .25708E-02
 .94743013D+03  .31840E-04  .53126E-15  6(16, 0)R B-X .60174E-02
 .10004435D+04  .19709E-04  .31142E-15  8(16, 1)P B-X .31760E-02
 .98513277D+03  .30596E-04  .49095E-15  6(16, 1)R B-X .62515E-02
 .10391627D+04  .66004E-06  .10041E-16  8(16, 2)P B-X .11475E-03
 .10235180D+04  .93065E-07  .14374E-17  6(16, 2)R B-X .20526E-04
 .10783466D+04  .94875E-05  .13908E-15  8(16, 3)P B-X .17762E-02
 .10624254D+04  .26707E-04  .39737E-15  6(16, 3)R B-X .63467E-02
 .11177633D+04  .11380E-04  .16095E-15  8(16, 4)P B-X .22892E-02
 .11016482D+04  .81993E-05  .11765E-15  6(16, 4)R B-X .20951E-02
 .11571221D+04  .30366E-08  .41485E-19  8(16, 5)P B-X .65461E-06
 .11409186D+04  .95594E-05  .13245E-15  6(16, 5)R B-X .26199E-02
 .11960358D+04  .13460E-04  .17790E-15  8(16, 6)P B-X .31000E-02
