    127.40,  0.715590
    127.40,  0.666201
    127.40,  2.720427
    127.40,  1.729617
    129.95,  0.703459
    129.95,  0.711524
    129.95,  1.617697
    129.95,  0.796541
    132.63,  0.967089
    132.63,  0.946764
    132.63,  1.137383
    132.63,  0.897630
    134.02,  3.240325
    134.02,  3.138367
    134.02,  3.409688
    134.02,  3.289889
    135.47,  1.000000
    135.47,  1.000000
    135.47,  1.000000
    135.47,  1.000000
    138.44,  0.949427
    138.44,  0.908292
    138.44,  0.846691
    138.44,  0.843962
    139.76,  2.665825
    139.76,  2.450851
    139.76,  2.464397
    139.76,  2.564309
    141.47,  1.188050
    141.47,  1.126553
    141.47,  1.016834
    141.47,  1.125462
    143.04,  1.227512
    143.04,  1.189553
    143.04,  0.958680
    143.04,  1.371048
    144.65,  1.657287
    144.65,  1.642844
    144.65,  1.322002
    144.65,  1.880851
    146.52,  0.661798
    146.52,  0.666285
    146.52,  0.474751
    146.52,  0.883967
    150.91,  0.607443
    150.91,  0.579867
    150.91,  0.616052
    150.91,  0.928248
    153.11,  0.691672
    153.11,  0.590670
    153.11,  0.464515
    153.11,  0.741763
    155.78,  0.635414
    155.78,  0.548160
    155.78,  0.694598
    155.78,  1.338009
    157.66,  0.497426
    157.66,  0.419025
    157.66,  0.851791
    157.66,  1.947486
    158.54,  0.233555
    158.54,  0.212450
    158.54,  0.308556
    158.54,  0.665290
    160.09,  0.300131
    160.09,  0.216850
    160.09,  0.250040
    160.09,  0.633246
    161.36,  0.373067
    161.36,  0.352770
    161.36,  0.117163
    161.36,  0.847631
    162.83,  0.344235
    162.83,  0.369692
    162.83,  0.391476
    162.83,  1.445509
    164.67,  0.724329
    164.67,  0.688442
    164.67,  1.635793
    164.67,  2.663435
    165.93,  0.199953
    165.93,  0.189438
    165.93,  0.717394
    165.93,  0.933096
    167.45,  0.134564
    167.45,  0.128538
    167.45,  0.399065
    167.45,  0.521801
    168.93,  0.178604
    168.93,  0.156394
    168.93,  0.265500
    168.93,  0.495423
    170.44,  0.311408
    170.44,  0.253749
    170.44,  0.333701
    170.44,  1.222613
    175.37,  0.053450
    175.37,  0.034719
    175.37,  0.179841
    175.37,  0.480859
    176.97,  0.081494
    176.97,  0.071306
    176.97,  0.181629
    176.97,  0.543856
    178.60,  0.107914
    178.60,  0.111993
    178.60,  0.088958
    178.60,  1.083258
    183.87,  0.051088
    183.87,  0.024440
    183.87,  0.050903
    183.87,  0.741604
