    116.20,  0.418886
    116.20,  0.608732
    116.20,  0.980365
    116.20,  1.093362
    117.66,  0.581794
    117.66,  0.741441
    117.66,  1.143667
    117.66,  1.149380
    118.94,  0.742400
    118.94,  0.992151
    118.94,  1.480636
    118.94,  1.399382
    120.34,  1.082007
    120.34,  1.306382
    120.34,  1.691400
    120.34,  2.212396
    123.00,  1.143413
    123.00,  1.372021
    123.00,  1.640917
    123.00,  1.775210
    123.91,  1.112018
    123.91,  1.318455
    123.91,  1.300817
    123.91,  1.629123
    125.37,  1.000000
    125.37,  1.000000
    125.37,  1.000000
    125.37,  1.000000
    127.72,  1.005494
    127.72,  1.184206
    127.72,  0.957604
    127.72,  0.894878
    133.46,  0.857874
    133.46,  1.561743
    133.46,  1.039802
    133.46,  2.237493
    134.41,  0.869275
    134.41,  1.571440
    134.41,  0.841502
    134.41,  0.193175
    135.51,  0.875549
    135.51,  1.569936
    135.51,  0.754772
    135.51,  1.158522
    136.40,  0.877611
    136.40,  1.641917
    136.40,  0.893077
    136.40,  1.474037
    137.51,  0.769836
    137.51,  1.450629
    137.51,  0.648700
    137.51,  0.882311
    139.83,  0.620231
    139.83,  1.187987
    139.83,  0.721772
    139.83,  2.391867
    143.63,  0.503165
    143.63,  0.956746
    143.63,  0.598090
    143.63,  0.961772
    146.06,  0.462164
    146.06,  0.883922
    146.06,  0.324748
    146.06,  1.733653
    148.40,  0.405005
    148.40,  0.808378
    148.40,  0.312836
    148.40,  1.600428
    149.54,  0.391829
    149.54,  0.759767
    149.54,  0.464721
    149.54,  2.600229
    151.56,  0.322240
    151.56,  0.642246
    151.56,  0.362852
    151.56,  1.096071
    153.16,  0.283234
    153.16,  0.572894
    153.16,  0.219839
    153.16,  1.737651
    154.80,  0.259568
    154.80,  0.527605
    154.80,  0.333252
    154.80,  1.357817
    157.78,  0.177972
    157.78,  0.346961
    157.78,  0.140976
    157.78,  0.630161
    160.84,  0.130161
    160.84,  0.258667
    160.84,  0.169746
    160.84,  0.681847
    162.46,  0.131505
    162.46,  0.272212
    162.46,  0.367901
    162.46,  2.199285
    163.93,  0.110403
    163.93,  0.226514
    163.93,  0.532194
    163.93,  1.826367
